City,Date,Year,Month Name,Day,Season,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,AQI,AQI_Bucket
Lucknow,26/09/2019,2019,September,26,Monsoon,21.75,7.97,18.64,16.24,0.91,4.19,26.03,1.05,70,Satisfactory
Lucknow,27/09/2019,2019,September,27,Monsoon,12.76,8.84,18.32,16.78,0.97,4.46,22.06,0.74,67,Satisfactory
Lucknow,28/09/2019,2019,September,28,Monsoon,16.17,8.89,16.9,16.12,0.84,3.04,23.48,0.81,54,Satisfactory
Lucknow,29/09/2019,2019,September,29,Monsoon,16.06,8.86,16.65,15.95,0.67,3.02,23.23,0.7,52,Satisfactory
Lucknow,30/09/2019,2019,September,30,Monsoon,17.44,8.96,21.12,18.41,0.78,3.9,19.91,0.56,52,Satisfactory
Lucknow,01/10/2019,2019,October,1,Post-Monsoon,30.24,12.49,23.71,22.62,0.97,5.04,19.96,0.5,65,Satisfactory
Lucknow,02/10/2019,2019,October,2,Post-Monsoon,29.31,7.96,22.62,18.41,0.81,3.73,23.17,1.49,66,Satisfactory
Lucknow,03/10/2019,2019,October,3,Post-Monsoon,36.25,12.64,21.23,21.39,1.12,4.52,22.97,2.08,76,Satisfactory
Lucknow,04/10/2019,2019,October,4,Post-Monsoon,40.55,20.62,21.78,28.13,1.35,4.4,21.49,2.49,91,Satisfactory
Lucknow,05/10/2019,2019,October,5,Post-Monsoon,63.48,11.39,20.84,20.2,1.23,3.74,31.16,2.06,104,Moderate
Lucknow,06/10/2019,2019,October,6,Post-Monsoon,64.84,14.47,25.5,25.1,1.19,3.93,31.45,1.85,126,Moderate
Lucknow,07/10/2019,2019,October,7,Post-Monsoon,80.3,12.71,29.57,25.22,1.18,5.04,29.82,2.39,146,Moderate
Lucknow,08/10/2019,2019,October,8,Post-Monsoon,84.3,11.93,28.62,24.73,1.18,5.65,35.11,2.27,167,Moderate
Lucknow,09/10/2019,2019,October,9,Post-Monsoon,89.18,14.22,25.94,25.38,1.36,4.46,31.29,2.57,197,Moderate
Lucknow,10/10/2019,2019,October,10,Post-Monsoon,63.28,11.76,30.13,25.34,1.38,5.5,30.3,2.18,149,Moderate
Lucknow,11/10/2019,2019,October,11,Post-Monsoon,84.96,20.52,37.12,36.22,1.48,6.61,28.13,3.73,160,Moderate
Lucknow,12/10/2019,2019,October,12,Post-Monsoon,70.45,17.6,33.32,31.77,1.16,4.46,32.11,3,162,Moderate
Lucknow,13/10/2019,2019,October,13,Post-Monsoon,85.66,17.91,34.97,32.95,1.08,4.56,43.56,2.54,160,Moderate
Lucknow,14/10/2019,2019,October,14,Post-Monsoon,92.1,20.04,35.65,34.97,1.1,5.75,35.88,3.13,208,Poor
Lucknow,15/10/2019,2019,October,15,Post-Monsoon,84.95,10.76,30.27,24.71,1.12,4.11,35.32,2.17,198,Moderate
Lucknow,16/10/2019,2019,October,16,Post-Monsoon,88.51,17.62,29.76,29.93,1.27,8.83,33.1,2.3,198,Moderate
Lucknow,17/10/2019,2019,October,17,Post-Monsoon,100.53,22.35,32.92,34.63,1.32,4.86,36.99,2.55,222,Poor
Lucknow,18/10/2019,2019,October,18,Post-Monsoon,97.48,20.19,38.47,36.01,1.36,4.22,27.79,2.78,226,Poor
Lucknow,19/10/2019,2019,October,19,Post-Monsoon,100.9,20.73,45.03,40.52,1.37,5.17,26.61,2.25,210,Poor
Lucknow,20/10/2019,2019,October,20,Post-Monsoon,132.03,11.25,36.05,28.1,1.36,5.37,23.94,2.95,260,Poor
Lucknow,21/10/2019,2019,October,21,Post-Monsoon,130.14,13.22,36.43,29.98,1.19,4.38,29.96,2.78,301,Very Poor
Lucknow,22/10/2019,2019,October,22,Post-Monsoon,132.12,39.25,48.15,46.27,1.19,6.85,28.34,3.67,288,Poor
Lucknow,23/10/2019,2019,October,23,Post-Monsoon,136.04,36.51,56.8,58.92,1.19,6.27,26.49,3.19,280,Poor
Lucknow,24/10/2019,2019,October,24,Post-Monsoon,119.54,26.38,58.47,48.22,1.24,5.88,26.03,1.52,293,Poor
Lucknow,25/10/2019,2019,October,25,Post-Monsoon,92.62,9.07,38.17,26.1,1.02,6.15,32.01,2.29,235,Poor
Lucknow,26/10/2019,2019,October,26,Post-Monsoon,74.94,35.9,62.62,50.12,1.32,6.64,26,1.84,180,Moderate
Lucknow,27/10/2019,2019,October,27,Post-Monsoon,115.56,19.51,64.36,46.27,0.99,9.5,26.24,3.2,193,Moderate
Lucknow,28/10/2019,2019,October,28,Post-Monsoon,,31.7,67.87,61.07,1.42,11.27,28.37,1.85,356,Very Poor
Lucknow,29/10/2019,2019,October,29,Post-Monsoon,,27.21,68.2,57.93,1.22,9.43,26.64,1.74,356,Very Poor
Lucknow,30/10/2019,2019,October,30,Post-Monsoon,,18.63,61.6,51.36,1.28,7.83,24.85,3.26,330,Very Poor
Lucknow,31/10/2019,2019,October,31,Post-Monsoon,,24.34,,61.41,1.16,9.22,24.81,3.68,364,Very Poor
Lucknow,01/11/2019,2019,November,1,Post-Monsoon,,26.51,,58.9,1.33,11.59,37.76,4.19,383,Very Poor
Lucknow,02/11/2019,2019,November,2,Post-Monsoon,,40.71,,69.53,1.22,13.13,49.12,4.52,450,Severe
Lucknow,03/11/2019,2019,November,3,Post-Monsoon,,13.93,67.88,47.15,0.73,9.95,55.48,4.08,450,Severe
Lucknow,04/11/2019,2019,November,4,Post-Monsoon,,14.55,55.83,41.39,0.99,7.8,47.57,2.83,450,Severe
Lucknow,05/11/2019,2019,November,5,Post-Monsoon,,16.36,49.05,39.12,0.84,8.92,41.37,3.21,450,Severe
Lucknow,06/11/2019,2019,November,6,Post-Monsoon,,19.35,57.36,46.3,0.93,9.32,24.88,3.91,353,Very Poor
Lucknow,07/11/2019,2019,November,7,Post-Monsoon,,,72.7,73.07,1.33,13.16,29.59,4.61,369,Very Poor
Lucknow,08/11/2019,2019,November,8,Post-Monsoon,,,66.58,70.2,1.27,14.77,32.97,4.38,362,Very Poor
Lucknow,09/11/2019,2019,November,9,Post-Monsoon,,33.33,60.77,59.48,1.18,10.19,31.36,2.97,332,Very Poor
Lucknow,10/11/2019,2019,November,10,Post-Monsoon,105.68,22.75,44.77,42.04,1.53,7.82,26.51,2.46,265,Poor
Lucknow,11/11/2019,2019,November,11,Post-Monsoon,137.17,9.48,39.5,28.59,1.63,8.25,39.84,2.34,245,Poor
Lucknow,12/11/2019,2019,November,12,Post-Monsoon,,21.72,49,43.45,1.56,10.11,47.48,2.97,307,Very Poor
Lucknow,13/11/2019,2019,November,13,Post-Monsoon,,35.97,58.81,57.71,2.1,13.71,42.41,3.58,362,Very Poor
Lucknow,14/11/2019,2019,November,14,Post-Monsoon,,,66.02,73.59,1.31,15.81,54.08,4.33,357,Very Poor
Lucknow,15/11/2019,2019,November,15,Post-Monsoon,,36.92,56.97,59.61,1.66,15.97,47.44,3.15,342,Very Poor
Lucknow,16/11/2019,2019,November,16,Post-Monsoon,150.74,31.51,57.04,55.69,1.42,14.16,44.06,3.78,326,Very Poor
Lucknow,17/11/2019,2019,November,17,Post-Monsoon,104.57,24.41,45.35,40.72,0.89,9.9,41.61,2.07,289,Poor
Lucknow,18/11/2019,2019,November,18,Post-Monsoon,90.98,17.21,42.48,35.22,1.56,7.92,42.89,1.49,187,Moderate
Lucknow,19/11/2019,2019,November,19,Post-Monsoon,110.45,21.65,54.57,46.52,1.56,12.68,39.72,2.31,225,Poor
Lucknow,20/11/2019,2019,November,20,Post-Monsoon,,14.97,46.02,36.42,1.54,11.39,51.19,2.67,300,Poor
Lucknow,21/11/2019,2019,November,21,Post-Monsoon,,24.64,49.1,45.72,1.14,11.22,48.28,3.3,330,Very Poor
Lucknow,22/11/2019,2019,November,22,Post-Monsoon,152.58,15.23,54.4,40.9,1.05,11.77,42.84,2.55,327,Very Poor
Lucknow,23/11/2019,2019,November,23,Post-Monsoon,149.87,15.13,48.49,37.99,1.26,9.73,38.32,2.31,330,Very Poor
Lucknow,24/11/2019,2019,November,24,Post-Monsoon,118.61,14.21,42.33,32.58,0.79,8.64,43.71,2.29,292,Poor
Lucknow,25/11/2019,2019,November,25,Post-Monsoon,157.04,13.09,63.58,39.9,1.13,10.04,47,2.28,276,Poor
Lucknow,26/11/2019,2019,November,26,Post-Monsoon,,39.48,,71.13,1.63,18.23,49.53,3.37,365,Very Poor
Lucknow,27/11/2019,2019,November,27,Post-Monsoon,,12.66,46.79,34.59,1.32,13.69,50.64,2.16,373,Very Poor
Lucknow,28/11/2019,2019,November,28,Post-Monsoon,,8.7,37,26.59,1.09,9.28,49.72,1.84,377,Very Poor
Lucknow,29/11/2019,2019,November,29,Post-Monsoon,73.1,23.39,34.38,36.72,1.15,10.41,35.63,2.84,262,Poor
Lucknow,30/11/2019,2019,November,30,Post-Monsoon,83.77,15.05,35.81,31.14,1.06,9.31,30.34,5.64,178,Moderate
Lucknow,01/12/2019,2019,December,1,Winter,97.5,10.32,32.7,25.65,1.22,6.17,45.73,3.11,207,Poor
Lucknow,02/12/2019,2019,December,2,Winter,107.21,13.97,38.19,31.56,1.42,7.81,49.6,2.93,246,Poor
Lucknow,03/12/2019,2019,December,3,Winter,134.98,12.56,39.7,31.19,1.82,6.73,56.45,3.04,275,Poor
Lucknow,04/12/2019,2019,December,4,Winter,153.91,37.45,56.83,60.23,2.1,8.96,46.86,4.23,291,Poor
Lucknow,05/12/2019,2019,December,5,Winter,,40.71,71.21,70.5,0.95,15.7,41.39,5.41,340,Very Poor
Lucknow,06/12/2019,2019,December,6,Winter,,,59.47,67.92,1.02,16.09,28.97,4.45,362,Very Poor
Lucknow,07/12/2019,2019,December,7,Winter,,,56.84,,1.18,20.77,26.27,3.78,343,Very Poor
Lucknow,08/12/2019,2019,December,8,Winter,,38.92,53.69,59.6,1.12,18.48,22.69,3.64,352,Very Poor
Lucknow,09/12/2019,2019,December,9,Winter,148.87,20.55,53.29,44.55,1.3,12.07,24.75,3.75,308,Very Poor
Lucknow,10/12/2019,2019,December,10,Winter,,41.42,56.73,59.81,1.9,14.18,15.74,4.47,314,Very Poor
Lucknow,11/12/2019,2019,December,11,Winter,,40.01,,73.2,1.82,15.6,18.73,4.59,361,Very Poor
Lucknow,12/12/2019,2019,December,12,Winter,,31.42,,58.51,1.24,16.29,16.58,3.58,348,Very Poor
Lucknow,13/12/2019,2019,December,13,Winter,107.6,9.75,17.29,16,1.08,11.24,19.93,2.32,304,Very Poor
Lucknow,14/12/2019,2019,December,14,Winter,58.15,12.93,15.38,18.03,1.18,10.77,20.46,1.93,147,Moderate
Lucknow,15/12/2019,2019,December,15,Winter,66.88,12.97,19.78,20.85,1.25,13.06,17.99,2.65,126,Moderate
Lucknow,16/12/2019,2019,December,16,Winter,76.28,9.35,18.23,15.41,1.69,9.81,18.38,2.54,153,Moderate
Lucknow,17/12/2019,2019,December,17,Winter,82.48,10.48,10.94,12.1,1.76,8.51,18.36,3.09,164,Moderate
Lucknow,18/12/2019,2019,December,18,Winter,92.47,9.02,12.47,13.78,1.93,8.12,17.47,3.36,170,Moderate
Lucknow,19/12/2019,2019,December,19,Winter,139.59,10,19.67,16.88,1.35,11.74,13.58,3.04,251,Poor
Lucknow,20/12/2019,2019,December,20,Winter,,16.12,30.62,29.06,1.86,12.57,12.75,2.97,323,Very Poor
Lucknow,21/12/2019,2019,December,21,Winter,,28.06,42.09,44.87,1.89,27.4,17.22,4.61,366,Very Poor
Lucknow,22/12/2019,2019,December,22,Winter,,11.75,30.53,25.65,1.73,12.27,13.55,3.48,365,Very Poor
Lucknow,23/12/2019,2019,December,23,Winter,140.5,9.51,19.6,17.99,1.56,13.91,12.52,3.79,306,Very Poor
Lucknow,24/12/2019,2019,December,24,Winter,,9.03,19.94,17.81,1.52,15.12,11.28,3.64,315,Very Poor
Lucknow,25/12/2019,2019,December,25,Winter,,11.27,18.74,19.02,1.63,24.4,11.47,2.94,307,Very Poor
Lucknow,26/12/2019,2019,December,26,Winter,,8.21,33.24,24.25,1.06,11.49,16.71,3.15,327,Very Poor
Lucknow,27/12/2019,2019,December,27,Winter,,11.65,74.98,49.95,1.11,10.2,34.48,4,326,Very Poor
Lucknow,28/12/2019,2019,December,28,Winter,,17.43,,57.03,1.53,12.63,25.59,2.77,352,Very Poor
Lucknow,29/12/2019,2019,December,29,Winter,148.01,12.94,76.29,51.12,1.18,12.61,29.92,2.44,339,Very Poor
Lucknow,30/12/2019,2019,December,30,Winter,157.85,26.55,59.32,49.67,1.23,10.24,29.28,3.41,320,Very Poor
Lucknow,31/12/2019,2019,December,31,Winter,,,,,1.91,21.58,26.22,7.15,350,Very Poor
Lucknow,01/01/2020,2020,January,1,Winter,,,,,2.35,26.48,26.13,,450,Severe
Lucknow,02/01/2020,2020,January,2,Winter,,,,,2.5,28.94,23.98,5.17,361,Very Poor
Lucknow,03/01/2020,2020,January,3,Winter,123.99,26.23,,61.45,1.38,8.49,19.37,2.89,313,Very Poor
Lucknow,04/01/2020,2020,January,4,Winter,109.44,23.24,,57.73,1.9,11.96,20.27,3.13,245,Poor
Lucknow,05/01/2020,2020,January,5,Winter,99.13,13.04,67.26,46.25,1.52,9.43,19.38,1.55,210,Poor
Lucknow,06/01/2020,2020,January,6,Winter,135.19,40.05,70.42,69.59,2.35,15.94,19.15,1.97,262,Poor
Lucknow,07/01/2020,2020,January,7,Winter,156.42,29.29,,78.58,1.45,18.43,18.09,1.01,308,Very Poor
Lucknow,08/01/2020,2020,January,8,Winter,,13.07,,51.08,1.18,13.23,22.01,1.52,344,Very Poor
Lucknow,09/01/2020,2020,January,9,Winter,100.5,18.41,50.72,39.14,1.15,9.52,28.78,2.91,247,Poor
Lucknow,10/01/2020,2020,January,10,Winter,107.48,19.5,46.27,35.09,1.38,9.53,29.36,2.41,198,Moderate
Lucknow,11/01/2020,2020,January,11,Winter,,,,66.13,1.52,12.16,30.66,2.76,281,Poor
Lucknow,12/01/2020,2020,January,12,Winter,,,,,1.76,27.16,30.04,6.2,377,Very Poor
Lucknow,13/01/2020,2020,January,13,Winter,,22.88,56.48,43.38,1.23,20.11,24.18,3.31,377,Very Poor
Lucknow,14/01/2020,2020,January,14,Winter,,,,63.95,1.85,7.87,34.9,3.43,323,Very Poor
Lucknow,15/01/2020,2020,January,15,Winter,,,,,2.24,9.84,17.6,5.12,354,Very Poor
Lucknow,16/01/2020,2020,January,16,Winter,103.3,9.15,49.16,30.77,1.59,6.44,30.7,1.32,294,Poor
Lucknow,17/01/2020,2020,January,17,Winter,54.54,24.8,61.42,51.64,1.86,10.21,30.24,2.26,122,Moderate
Lucknow,18/01/2020,2020,January,18,Winter,79.13,14.35,56.21,41.39,1.45,10.02,16.38,2.52,161,Moderate
Lucknow,19/01/2020,2020,January,19,Winter,68.76,11.23,55.46,38.53,1.37,8.2,14.33,1.97,138,Moderate
Lucknow,20/01/2020,2020,January,20,Winter,110.74,11.66,56.48,39,1.42,8.96,20.22,2.17,191,Moderate
Lucknow,21/01/2020,2020,January,21,Winter,139.53,,,80.41,1.32,11.34,23.55,3.74,256,Poor
Lucknow,22/01/2020,2020,January,22,Winter,,,73.59,73.94,1.74,13.29,21.36,4.6,356,Very Poor
Lucknow,23/01/2020,2020,January,23,Winter,91.35,12.53,45.54,34.1,1.07,10.29,28.89,1.9,249,Poor
Lucknow,24/01/2020,2020,January,24,Winter,90.23,23.46,53.63,44.3,1.45,11.11,29.38,2.75,156,Moderate
Lucknow,25/01/2020,2020,January,25,Winter,132.72,24.44,,64.83,1.68,11.22,28.27,3.98,267,Poor
Lucknow,26/01/2020,2020,January,26,Winter,153.83,30.88,,57.59,2.25,10.76,23.44,3.01,303,Very Poor
Lucknow,27/01/2020,2020,January,27,Winter,150.69,36.21,,72.79,2.12,11.15,23.99,5.55,337,Very Poor
Lucknow,28/01/2020,2020,January,28,Winter,,16.79,48.86,38.85,1.88,10.07,34.09,4.02,325,Very Poor
Lucknow,29/01/2020,2020,January,29,Winter,137.5,6.01,28.59,17.61,1.92,7.79,36.45,1.65,313,Very Poor
Lucknow,30/01/2020,2020,January,30,Winter,52.72,11.12,36.79,22.33,2.45,6.94,29.62,1.23,195,Moderate
Lucknow,31/01/2020,2020,January,31,Winter,70.64,16.69,45.07,30.3,2.82,10.6,28.41,1.82,147,Moderate
Lucknow,01/02/2020,2020,February,1,Winter,111.69,9.79,47.88,30.33,2.29,8.9,24.82,1.76,224,Poor
Lucknow,02/02/2020,2020,February,2,Winter,102.35,11.66,41.78,30.67,1.62,8.33,26.28,1.4,216,Poor
Lucknow,03/02/2020,2020,February,3,Winter,126.7,21.77,54.62,46.46,1.75,9.01,23.89,2.25,239,Poor
Lucknow,04/02/2020,2020,February,4,Winter,151.07,,65.73,71.28,2.51,10.4,24.37,3.5,307,Very Poor
Lucknow,05/02/2020,2020,February,5,Winter,126.3,9.41,42.87,30.36,1.67,9.27,26.77,2.14,278,Poor
Lucknow,06/02/2020,2020,February,6,Winter,117.93,23.45,44.36,42.4,1.71,7.83,25.75,1.53,230,Poor
Lucknow,07/02/2020,2020,February,7,Winter,144.71,10.75,45.01,31.96,1.38,6.4,35.96,1.65,309,Very Poor
Lucknow,08/02/2020,2020,February,8,Winter,127.6,20,53.58,44.47,1.33,7.71,26.75,1.65,248,Poor
Lucknow,09/02/2020,2020,February,9,Winter,135.9,24.68,,60.7,1.41,7.32,26.62,1.94,272,Poor
Lucknow,10/02/2020,2020,February,10,Winter,128.8,20.91,69.99,52.76,1.29,6.96,28.12,1.58,275,Poor
Lucknow,11/02/2020,2020,February,11,Winter,125.22,25.5,65.86,55.47,1.53,9.3,27.96,1.57,267,Poor
Lucknow,12/02/2020,2020,February,12,Winter,117.26,25.03,55.38,49.52,1.1,10.3,29.97,1.16,253,Poor
Lucknow,13/02/2020,2020,February,13,Winter,105.78,25.4,47.2,45.13,1.02,8.81,24.55,1.03,244,Poor
Lucknow,14/02/2020,2020,February,14,Winter,102.62,9.48,31.79,24.24,0.84,10.2,26.94,0.67,192,Moderate
Lucknow,15/02/2020,2020,February,15,Winter,78.38,18.8,37.93,35.28,1.03,9.76,23.03,0.78,214,Poor
Lucknow,16/02/2020,2020,February,16,Winter,118.46,20.87,53.08,44.98,1.18,8.15,24.11,1.26,209,Poor
Lucknow,17/02/2020,2020,February,17,Winter,131.9,19.29,47.02,40.52,1.14,7.32,25.15,1.35,283,Poor
Lucknow,18/02/2020,2020,February,18,Winter,94.18,14.65,38.99,32.47,0.96,8.1,39.35,0.87,232,Poor
Lucknow,19/02/2020,2020,February,19,Winter,109.26,33.16,64.63,60.97,1.25,11.26,40.48,1.16,249,Poor
Lucknow,20/02/2020,2020,February,20,Winter,110.53,10.82,36.81,25.81,0.82,7.15,55.78,0.67,227,Poor
Lucknow,21/02/2020,2020,February,21,Winter,76.06,9.15,15.99,15.54,1.06,8.27,55.98,0.64,198,Moderate
Lucknow,22/02/2020,2020,February,22,Winter,43.32,10.02,22.72,20.03,1.13,8.27,37.41,0.54,103,Moderate
Lucknow,23/02/2020,2020,February,23,Winter,112.99,13.93,32.13,28.23,1.19,7.23,21.28,1.24,173,Moderate
Lucknow,24/02/2020,2020,February,24,Winter,100.96,13.42,35.17,29.39,1.36,6.47,26.32,0.2,222,Poor
Lucknow,25/02/2020,2020,February,25,Winter,50.83,8.93,20.95,18.12,1.17,5.31,39.24,0.52,167,Moderate
Lucknow,26/02/2020,2020,February,26,Winter,43.62,9.86,32.74,25.11,1.24,5.29,37.33,1.13,97,Satisfactory
Lucknow,27/02/2020,2020,February,27,Winter,50,8.1,35.33,25.25,1.28,6.44,35.12,0.53,92,Satisfactory
Lucknow,28/02/2020,2020,February,28,Winter,63.36,8.88,44.43,30.59,1.29,6.4,42.81,,116,Moderate
Lucknow,29/02/2020,2020,February,29,Winter,76.54,8.74,40.11,28.17,1.35,6.87,47.24,,147,Moderate
Lucknow,01/03/2020,2020,March,1,Summer,66.13,7.19,34.18,23.27,1.25,6.22,42.76,,148,Moderate
Lucknow,02/03/2020,2020,March,2,Summer,65.34,9.64,41.53,29.8,1.19,6.52,37.2,,136,Moderate
Lucknow,03/03/2020,2020,March,3,Summer,77.06,5.88,41.29,26.55,1.12,7.18,38.34,,144,Moderate
Lucknow,04/03/2020,2020,March,4,Summer,89.44,9.13,45.89,31.62,1.1,8.28,42.33,,191,Moderate
Lucknow,05/03/2020,2020,March,5,Summer,83.4,5.23,33.11,21.35,1.1,5.96,38.37,,182,Moderate
Lucknow,06/03/2020,2020,March,6,Summer,46.58,4.84,23.29,15.52,1.08,4.83,38.6,,125,Moderate
Lucknow,07/03/2020,2020,March,7,Summer,33.25,5.93,20.67,15.38,1.18,5.36,39.7,6.66,80,Satisfactory
Lucknow,08/03/2020,2020,March,8,Summer,61.96,4.58,24.5,16.55,1.08,6.77,37.03,,91,Satisfactory
Lucknow,09/03/2020,2020,March,9,Summer,45.29,4.91,25.74,17.5,1.1,5.9,36.14,,128,Moderate
Lucknow,10/03/2020,2020,March,10,Summer,95.33,3.5,27.43,17.11,1.12,6.98,31.35,,163,Moderate
Lucknow,11/03/2020,2020,March,11,Summer,65.48,4.5,31.13,19.34,1.1,8.3,35.62,,165,Moderate
Lucknow,12/03/2020,2020,March,12,Summer,62.4,5.99,30.62,20.78,1.09,7.94,45.8,5.5,112,Moderate
Lucknow,13/03/2020,2020,March,13,Summer,44.03,6.73,20.47,16.11,1.09,5.19,34.83,5.02,111,Moderate
Lucknow,14/03/2020,2020,March,14,Summer,40.6,18,21.79,25.87,1.09,5.9,29.84,5.42,74,Satisfactory
Lucknow,15/03/2020,2020,March,15,Summer,44.07,22.6,19.24,28.06,1.1,6.45,34.5,3.39,96,Satisfactory
Lucknow,16/03/2020,2020,March,16,Summer,51.06,27.17,24.55,34.29,1.08,5.95,31.11,7.08,86,Satisfactory
Lucknow,17/03/2020,2020,March,17,Summer,75.48,38.86,32.31,45.35,1.06,7.61,31.53,,134,Moderate
Lucknow,18/03/2020,2020,March,18,Summer,74.41,37.05,29.84,39.94,1.03,6.88,34.27,,164,Moderate
Lucknow,19/03/2020,2020,March,19,Summer,108.53,22.96,30.95,32.38,1.16,6.4,39.61,,183,Moderate
Lucknow,20/03/2020,2020,March,20,Summer,115.54,29.1,40.02,44.61,1.13,7.88,44.36,,252,Poor
Lucknow,21/03/2020,2020,March,21,Summer,80.01,17.01,23.66,26.71,1.03,5.51,38.06,,219,Poor
Lucknow,22/03/2020,2020,March,22,Summer,60.47,11.33,16.31,15.47,1.07,4.27,35.96,,128,Moderate
Lucknow,23/03/2020,2020,March,23,Summer,72.86,11.28,13.21,15.56,1.05,4.55,37.21,,122,Moderate
Lucknow,24/03/2020,2020,March,24,Summer,100.15,11.93,16.12,17.97,1.07,4.6,34.65,,207,Poor
Lucknow,25/03/2020,2020,March,25,Summer,88.32,9.75,13.21,14.18,0.99,4.89,31.82,,237,Poor
Lucknow,26/03/2020,2020,March,26,Summer,45.41,7.12,8.3,9.05,1.01,6.54,37.84,,108,Moderate
Lucknow,27/03/2020,2020,March,27,Summer,45.85,10.59,8.91,12.92,1,7.84,25.53,5.48,77,Satisfactory
Lucknow,28/03/2020,2020,March,28,Summer,35.31,11.3,10.39,12.15,1.01,4.93,32.18,6.93,73,Satisfactory
Lucknow,29/03/2020,2020,March,29,Summer,33.5,8.42,8.84,10.26,0.99,5.46,38.54,,64,Satisfactory
Lucknow,30/03/2020,2020,March,30,Summer,39.91,9.02,8.8,10.79,1.02,5.94,42.16,,69,Satisfactory
Lucknow,31/03/2020,2020,March,31,Summer,46.17,8.17,8.99,11.2,1.01,6.21,37.28,,85,Satisfactory
Lucknow,01/04/2020,2020,April,1,Summer,66.67,12.71,18.07,13.26,0.99,5.92,27.68,,116,Moderate
Lucknow,02/04/2020,2020,April,2,Summer,49.02,6.84,10.05,10.17,0.96,6.27,33.27,,115,Moderate
Lucknow,03/04/2020,2020,April,3,Summer,36.76,5.85,11.08,10.17,0.97,6.07,35.36,,81,Satisfactory
Lucknow,04/04/2020,2020,April,4,Summer,37.82,4.98,10.56,9.6,0.99,6.43,33.08,,71,Satisfactory
Lucknow,05/04/2020,2020,April,5,Summer,54.39,4.78,12.55,10.41,0.99,6.64,29.91,,91,Satisfactory
Lucknow,06/04/2020,2020,April,6,Summer,46.26,4.23,11.21,9.2,0.99,6.49,31.38,,90,Satisfactory
Lucknow,07/04/2020,2020,April,7,Summer,41.85,3.98,12.09,8.95,0.98,5.85,27.77,,75,Satisfactory
Lucknow,08/04/2020,2020,April,8,Summer,46.3,4.27,17.44,12.6,1.01,6.72,27.87,,77,Satisfactory
Lucknow,09/04/2020,2020,April,9,Summer,43.45,3.42,12.21,9.22,0.92,6.66,30,,94,Satisfactory
Lucknow,10/04/2020,2020,April,10,Summer,53.91,3.07,15.51,10.61,1,7.23,37.27,7.4,81,Satisfactory
Lucknow,11/04/2020,2020,April,11,Summer,65.52,3.15,21.42,13.83,0.99,8.08,29.1,,121,Moderate
Lucknow,12/04/2020,2020,April,12,Summer,62.39,3.41,17.93,12.23,0.98,6.93,24.84,,151,Moderate
Lucknow,13/04/2020,2020,April,13,Summer,55.36,4.78,21.13,14.6,1.04,7.6,18.6,,93,Satisfactory
Lucknow,14/04/2020,2020,April,14,Summer,80.7,4.96,25.73,17.62,0.88,7.33,22.11,,157,Moderate
Lucknow,15/04/2020,2020,April,15,Summer,65.8,4.66,20.53,13.63,0.91,7.25,20.48,,138,Moderate
Lucknow,16/04/2020,2020,April,16,Summer,84.4,3.66,21.96,15.56,0.87,8.79,22.13,,160,Moderate
Lucknow,17/04/2020,2020,April,17,Summer,79.72,5.3,25.3,19.69,0.99,10.04,19.8,,211,Poor
Lucknow,18/04/2020,2020,April,18,Summer,64.07,3.53,16.42,11.4,1.04,8.71,21.16,,140,Moderate
Lucknow,19/04/2020,2020,April,19,Summer,59.38,5.06,19.31,13.81,1.07,10.59,21.52,,125,Moderate
Lucknow,20/04/2020,2020,April,20,Summer,49.13,2.34,14.48,9.47,1.03,6.62,19.7,,91,Satisfactory
Lucknow,21/04/2020,2020,April,21,Summer,43.27,2.35,13.5,8.87,1,6.54,22.41,,81,Satisfactory
Lucknow,22/04/2020,2020,April,22,Summer,52.6,2.63,16.38,10.81,1,6.36,23.51,,84,Satisfactory
Lucknow,23/04/2020,2020,April,23,Summer,68.37,2.95,23.71,14.66,1.05,8.37,24.39,,112,Moderate
Lucknow,24/04/2020,2020,April,24,Summer,64.63,2.42,15.6,10.23,1.02,6.67,33.12,,142,Moderate
Lucknow,25/04/2020,2020,April,25,Summer,62.85,2.46,16.97,10.94,1.05,8.67,24.99,,120,Moderate
Lucknow,26/04/2020,2020,April,26,Summer,45.35,2.31,10.89,7.53,1,5.78,23.97,,95,Satisfactory
Lucknow,27/04/2020,2020,April,27,Summer,29.19,2.09,12.94,8.48,0.96,6.16,23.11,,69,Satisfactory
Lucknow,28/04/2020,2020,April,28,Summer,41.72,2.31,12.78,8.54,0.98,6.71,23.16,,64,Satisfactory
Lucknow,29/04/2020,2020,April,29,Summer,44.77,2.19,13.74,8.89,1,6.54,23.39,,74,Satisfactory
Lucknow,30/04/2020,2020,April,30,Summer,49.27,2.16,15.08,9.66,0.98,8.36,31.42,,83,Satisfactory
Lucknow,01/05/2020,2020,May,1,Summer,45.79,2.26,11.85,7.72,1,5.44,28.24,,82,Satisfactory
Lucknow,02/05/2020,2020,May,2,Summer,37.81,2.12,11.21,7.62,1.01,6,26.78,,67,Satisfactory
Lucknow,03/05/2020,2020,May,3,Summer,39.83,2.13,11.84,7.91,1,7.72,28.22,,63,Satisfactory
Lucknow,04/05/2020,2020,May,4,Summer,42.14,2.81,15.63,10.16,1.07,7.42,19.64,,73,Satisfactory
